hgnc_id,symbol,name,locus_group,locus_type,status,location,alias_symbol,prev_symbol,gene_group,entrez_id,ensembl_gene_id,refseq_accession
HGNC:26925,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase",protein-coding gene,gene with protein product,Approved,15q25.1,,FAM108C1,Abhydrolase domain containing|Depalmitoylases,58489.0,ENSG00000136379,NM_021214
HGNC:26111,ABHD18,abhydrolase domain containing 18,protein-coding gene,gene with protein product,Approved,4q28.2,FLJ21106,C4orf29,Abhydrolase domain containing,80167.0,ENSG00000164074,NM_001039717
HGNC:18717,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase",protein-coding gene,gene with protein product,Approved,15q26.1,LABH2,,Abhydrolase domain containing,11057.0,ENSG00000140526,NM_001416412
HGNC:18718,ABHD3,"abhydrolase domain containing 3, phospholipase",protein-coding gene,gene with protein product,Approved,18q11.2,LABH3,,Abhydrolase domain containing,171586.0,ENSG00000158201,NM_001308256
HGNC:20154,ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B",protein-coding gene,gene with protein product,Approved,14q11.2,FLJ12816,,Abhydrolase domain containing,63874.0,ENSG00000100439,NM_001392009
HGNC:21396,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",protein-coding gene,gene with protein product,Approved,3p21.33,CGI-58|NCIE2,,Abhydrolase domain containing,51099.0,ENSG00000011198,NM_016006
HGNC:21398,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",protein-coding gene,gene with protein product,Approved,3p14.3,,,Abhydrolase domain containing|2-arachidonoylglycerol hydrolases,57406.0,ENSG00000163686,NM_020676
HGNC:23759,ABHD8,abhydrolase domain containing 8,protein-coding gene,gene with protein product,Approved,19p13.11,FLJ11743|MGC14280|MGC2512,,Abhydrolase domain containing,79575.0,ENSG00000127220,NM_024527
HGNC:11320,ABI1,abl interactor 1,protein-coding gene,gene with protein product,Approved,10p12.1,E3B1|ABI-1,SSH3BP1,ABI family|SH3 domain containing,10006.0,ENSG00000136754,NM_005470
HGNC:20035,ABI1P1,abl interactor 1 pseudogene 1,pseudogene,pseudogene,Approved,14q22.3,,SSH3BP1P|ABI1P,,326268.0,ENSG00000271484,NG_002531
HGNC:24011,ABI2,abl interactor 2,protein-coding gene,gene with protein product,Approved,2q33.2,ABI-2|AIP-1|ABI2B|AblBP3|argBPIA|SSH3BP2,,SCAR/WAVE complex|ABI family|SH3 domain containing,10152.0,ENSG00000138443,NM_005759
HGNC:29859,ABI3,ABI family member 3,protein-coding gene,gene with protein product,Approved,17q21.32,NESH|SSH3BP3,,ABI family|SH3 domain containing,51225.0,ENSG00000108798,NM_016428
HGNC:17265,ABI3BP,ABI family member 3 binding protein,protein-coding gene,gene with protein product,Approved,3q12.2,NESHBP|DKFZP586L2024|TARSH,,Fibronectin type III domain containing,25890.0,ENSG00000154175,NM_001349329
HGNC:1364,ABITRAM,actin binding transcription modulator,protein-coding gene,gene with protein product,Approved,9q31.3,CG-8|FLJ20457|Simiate,C9orf6|FAM206A,,54942.0,ENSG00000119328,NM_017832
HGNC:39851,ABITRAMP1,ABITRAM pseudogene 1,pseudogene,pseudogene,Approved,13q14.13,,FAM206BP,,390403.0,ENSG00000251106,NG_011392
HGNC:76,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",protein-coding gene,gene with protein product,Approved,9q34.12,JTK7|c-ABL|p150,ABL,SH2 domain containing|Abl family tyrosine kinases|SH3 domain containing,25.0,ENSG00000097007,NM_007313
HGNC:77,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",protein-coding gene,gene with protein product,Approved,1q25.2,ARG,ABLL,SH2 domain containing|Abl family tyrosine kinases|SH3 domain containing,27.0,ENSG00000143322,NM_005158
HGNC:78,ABLIM1,actin binding LIM protein 1,protein-coding gene,gene with protein product,Approved,10q25.3,abLIM|limatin,LIMAB1|ABLIM,LIM domain containing,3983.0,ENSG00000099204,NM_001003407
HGNC:19195,ABLIM2,actin binding LIM protein family member 2,protein-coding gene,gene with protein product,Approved,4p16.1,KIAA1808,,LIM domain containing|MicroRNA protein coding host genes,84448.0,ENSG00000163995,NM_001130083
HGNC:58727,ABLIM2-DT,ABLIM2 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,4p16.1,,,Divergent transcripts,,ENSG00000290015,
HGNC:29132,ABLIM3,actin binding LIM protein family member 3,protein-coding gene,gene with protein product,Approved,5q32,KIAA0843,,LIM domain containing,22885.0,ENSG00000173210,NM_014945
HGNC:79,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",protein-coding gene,gene with protein product,Approved,9q34.2,A3GALNT|A3GALT1,,Glycosyltransferase family 6|Blood group antigens,28.0,ENSG00000175164,NM_020469
HGNC:81,ABR,ABR activator of RhoGEF and GTPase,protein-coding gene,gene with protein product,Approved,17p13.3,MDB,,Pleckstrin homology domain containing|Dbl family Rho GEFs|C2 domain containing|MicroRNA protein coding host genes,29.0,ENSG00000159842,NM_001092
HGNC:55674,ABR-AS1,ABR antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,17p13.3,,,Antisense RNAs,105371479.0,ENSG00000235361,NR_187271
HGNC:30655,ABRA,actin binding Rho activating protein,protein-coding gene,gene with protein product,Approved,8q23.1,STARS,,,137735.0,ENSG00000174429,NM_139166
HGNC:21230,ABRACL,ABRA C-terminal like,protein-coding gene,gene with protein product,Approved,6q24.1,PRO2013|HSPC280|Costars,C6orf115,,58527.0,ENSG00000146386,NM_021243
HGNC:25829,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",protein-coding gene,gene with protein product,Approved,4q21.23,FLJ13614|ABRA1|ABRAXAS,CCDC98|FAM175A,BRCA1 A complex,84142.0,ENSG00000163322,NM_139076
HGNC:56461,ABRAXAS1P1,ABRAXAS1 pseudogene 1,pseudogene,pseudogene,Approved,3q12.2,,,,100421580.0,ENSG00000213431,NG_025605
HGNC:56462,ABRAXAS1P2,ABRAXAS1 pseudogene 2,pseudogene,pseudogene,Approved,8p22,,,,100133073.0,ENSG00000253384,NG_022380
HGNC:28975,ABRAXAS2,"abraxas 2, BRISC complex subunit",protein-coding gene,gene with protein product,Approved,10q26.13,Em:AC068896.4|ABRO1,KIAA0157|FAM175B,BRISC complex,23172.0,ENSG00000165660,NM_032182
HGNC:17369,ABT1,activator of basal transcription 1,protein-coding gene,gene with protein product,Approved,6p22.2,Esf2,,SSU processome,29777.0,ENSG00000146109,NM_013375
HGNC:39557,ABT1P1,activator of basal transcription 1 pseudogene 1,pseudogene,pseudogene,Approved,4q23,,,,100420695.0,ENSG00000250496,NG_025142
HGNC:18275,ABTB1,ankyrin repeat and BTB domain containing 1,protein-coding gene,gene with protein product,Approved,3q21.3,BPOZ|EF1ABP|Btb3|BTBD21|BPOZ-2,,Ankyrin repeat domain containing|BTB domain containing,80325.0,ENSG00000114626,NM_172027
HGNC:23842,ABTB2,ankyrin repeat and BTB domain containing 2,protein-coding gene,gene with protein product,Approved,11p13,DKFZP586C1619|BTBD22|ABTB2A,,Ankyrin repeat domain containing|BTB domain containing,25841.0,ENSG00000166016,NM_145804
HGNC:23844,ABTB3,ankyrin repeat and BTB domain containing 3,protein-coding gene,gene with protein product,Approved,12q23.3,FLJ33957|ABTB2B,BTBD11,Ankyrin repeat domain containing|BTB domain containing,121551.0,ENSG00000151136,NM_152322
HGNC:82,ACAA1,acetyl-CoA acyltransferase 1,protein-coding gene,gene with protein product,Approved,3p22.2,Lnc-Myd88,,,30.0,ENSG00000060971,NM_001607
HGNC:83,ACAA2,acetyl-CoA acyltransferase 2,protein-coding gene,gene with protein product,Approved,18q21.1,DSAEC,,,10449.0,ENSG00000167315,NM_006111
HGNC:55880,ACAA2P1,ACAA2 pseudogene 1,pseudogene,pseudogene,Approved,Xp11.23,,,,100420869.0,ENSG00000233585,NG_026698
HGNC:84,ACACA,acetyl-CoA carboxylase alpha,protein-coding gene,gene with protein product,Approved,17q12,ACC1|ACC-alpha|ACCA|ACCalpha|ACACalpha|Acac1|hACC1,ACAC|ACC,Acetyl-CoA carboxylase family|ATP-grasp fold containing,31.0,ENSG00000278540,NM_198836
HGNC:85,ACACB,acetyl-CoA carboxylase beta,protein-coding gene,gene with protein product,Approved,12q24.11,HACC275|ACC2|ACCB|ACC-beta|ACCbeta|ACACbeta,,Acetyl-CoA carboxylase family|ATP-grasp fold containing,32.0,ENSG00000076555,NM_001093
HGNC:21597,ACAD10,acyl-CoA dehydrogenase family member 10,protein-coding gene,gene with protein product,Approved,12q24.12,MGC5601,,Acyl-CoA dehydrogenase family|Flavoproteins,80724.0,ENSG00000111271,NM_025247
HGNC:30211,ACAD11,acyl-CoA dehydrogenase family member 11,protein-coding gene,gene with protein product,Approved,3q22.1,FLJ12592,,Acyl-CoA dehydrogenase family|Flavoproteins,84129.0,ENSG00000240303,NM_032169
HGNC:87,ACAD8,acyl-CoA dehydrogenase family member 8,protein-coding gene,gene with protein product,Approved,11q25,,,Acyl-CoA dehydrogenase family|Flavoproteins,27034.0,ENSG00000151498,NM_014384
HGNC:21497,ACAD9,acyl-CoA dehydrogenase family member 9,protein-coding gene,gene with protein product,Approved,3q21.3,NPD002|MGC14452,,Acyl-CoA dehydrogenase family|Mitochondrial complex I assembly complex|Flavoproteins,28976.0,ENSG00000177646,NM_014049
HGNC:56086,ACAD9-DT,ACAD9 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,3q21.3,,,Divergent transcripts,123706524.0,ENSG00000287110,NR_186174
HGNC:88,ACADL,acyl-CoA dehydrogenase long chain,protein-coding gene,gene with protein product,Approved,2q34,LCAD|ACAD4,,Acyl-CoA dehydrogenase family|Flavoproteins,33.0,ENSG00000115361,NM_001608
HGNC:89,ACADM,acyl-CoA dehydrogenase medium chain,protein-coding gene,gene with protein product,Approved,1p31.1,MCAD|MCADH|ACAD1,,Acyl-CoA dehydrogenase family|Flavoproteins,34.0,ENSG00000117054,NM_000016
HGNC:90,ACADS,acyl-CoA dehydrogenase short chain,protein-coding gene,gene with protein product,Approved,12q24.31,SCAD|ACAD3,,Acyl-CoA dehydrogenase family|Flavoproteins,35.0,ENSG00000122971,NM_000017
HGNC:91,ACADSB,acyl-CoA dehydrogenase short/branched chain,protein-coding gene,gene with protein product,Approved,10q26.13,SBCAD|ACAD7,,Acyl-CoA dehydrogenase family|Flavoproteins,36.0,ENSG00000196177,NM_001609
HGNC:92,ACADVL,acyl-CoA dehydrogenase very long chain,protein-coding gene,gene with protein product,Approved,17p13.1,VLCAD|LCACD|ACAD6,,Acyl-CoA dehydrogenase family|Flavoproteins,37.0,ENSG00000072778,NM_000018
HGNC:319,ACAN,aggrecan,protein-coding gene,gene with protein product,Approved,15q26.1,CSPGCP,MSK16|CSPG1|AGC1,Hyalectan proteoglycans|V-set domain containing|Sushi domain containing|C-type lectin domain containing,176.0,ENSG00000157766,NM_001135
HGNC:16467,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",protein-coding gene,gene with protein product,Approved,17p13.1,KIAA0050,CENTB1,ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing,9744.0,ENSG00000072818,NM_014716
HGNC:16469,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",protein-coding gene,gene with protein product,Approved,3q29,KIAA0041|CNT-B2,CENTB2,ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing,23527.0,ENSG00000114331,NM_012287
HGNC:41426,ACAP2-IT1,ACAP2 intronic transcript 1,non-coding RNA,"RNA, long non-coding",Approved,3q29,,,Intronic transcripts,100874306.0,ENSG00000229325,
HGNC:16754,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",protein-coding gene,gene with protein product,Approved,1p36.33,KIAA1716,CENTB5,ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing|MicroRNA protein coding host genes,116983.0,ENSG00000131584,NM_030649
HGNC:93,ACAT1,acetyl-CoA acetyltransferase 1,protein-coding gene,gene with protein product,Approved,11q22.3,THIL,ACAT,,38.0,ENSG00000075239,NM_000019
HGNC:94,ACAT2,acetyl-CoA acetyltransferase 2,protein-coding gene,gene with protein product,Approved,6q25.3,,,,39.0,ENSG00000120437,NM_005891
HGNC:15453,ACBD3,acyl-CoA binding domain containing 3,protein-coding gene,gene with protein product,Approved,1q42.12,GCP60|PAP7,GOLPH1|GOCAP1,A-kinase anchoring proteins,64746.0,ENSG00000182827,NM_022735
HGNC:40701,ACBD3-AS1,ACBD3 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,1q42.12,RP11-275I14.4,,Antisense RNAs,107985353.0,ENSG00000234478,NR_146443
HGNC:23337,ACBD4,acyl-CoA binding domain containing 4,protein-coding gene,gene with protein product,Approved,17q21.31,FLJ13322,,,79777.0,ENSG00000181513,NM_024722
HGNC:23338,ACBD5,acyl-CoA binding domain containing 5,protein-coding gene,gene with protein product,Approved,10p12.1,DKFZp434A2417|KIAA1996,,,91452.0,ENSG00000107897,NM_145698
HGNC:23339,ACBD6,acyl-CoA binding domain containing 6,protein-coding gene,gene with protein product,Approved,1q25.2-q25.3,MGC2404,,Ankyrin repeat domain containing|MicroRNA protein coding host genes,84320.0,ENSG00000230124,NM_032360
HGNC:17715,ACBD7,acyl-CoA binding domain containing 7,protein-coding gene,gene with protein product,Approved,10p13,FLJ38219|bA455B2.2,,,414149.0,ENSG00000176244,NM_001039844
HGNC:58659,ACBD7P1,ACBD7 pseudogene 1,pseudogene,pseudogene,Approved,9q31.2,,,,100128086.0,ENSG00000225531,NG_021675
HGNC:23989,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),protein-coding gene,gene with protein product,Approved,11p11.2,PHACS|ACS,,,84680.0,ENSG00000110455,NM_032592
HGNC:34391,ACCSL,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like,protein-coding gene,gene with protein product,Approved,11p11.2,,,,390110.0,ENSG00000205126,NM_001031854
HGNC:56899,ACCSLP1,ACCSL pseudogene 1,pseudogene,pseudogene,Approved,6p24.3,,,,100422646.0,ENSG00000230570,NG_025783
HGNC:25070,ACD,ACD shelterin complex subunit and telomerase recruitment factor,protein-coding gene,gene with protein product,Approved,16q22.1,Ptop|Pip1|Tpp1|Tint1,,Shelterin complex,65057.0,ENSG00000102977,NM_022914
HGNC:2707,ACE,angiotensin I converting enzyme,protein-coding gene,gene with protein product,Approved,17q23.3,ACE1|CD143,DCP1,CD molecules,1636.0,ENSG00000159640,NM_000789
HGNC:13557,ACE2,angiotensin converting enzyme 2,protein-coding gene,gene with protein product,Approved,Xp22.2,ACEH,,,59272.0,ENSG00000130234,NM_001371415
HGNC:56255,ACE2-DT,ACE2 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,Xp22.2,GS1-594A7.3,,Divergent transcripts,104798195.0,ENSG00000225833,NR_126564
HGNC:44365,ACE3P,"angiotensin I converting enzyme 3, pseudogene",pseudogene,pseudogene,Approved,17q23.3,,,Unitary pseudogenes,100129123.0,ENSG00000224353,NG_016186
HGNC:18356,ACER1,alkaline ceramidase 1,protein-coding gene,gene with protein product,Approved,19p13.3,,ASAH3,Alkaline ceramidases,125981.0,ENSG00000167769,NM_133492
HGNC:23675,ACER2,alkaline ceramidase 2,protein-coding gene,gene with protein product,Approved,9p22.1,FLJ41587|ALKCDase2,ASAH3L,Alkaline ceramidases,340485.0,ENSG00000177076,NM_001010887
HGNC:54674,ACER2P1,ACER2 pseudogene 1,pseudogene,pseudogene,Approved,2q33.3,,,,645978.0,ENSG00000180105,NG_030142
HGNC:16066,ACER3,alkaline ceramidase 3,protein-coding gene,gene with protein product,Approved,11q13.5,FLJ11238|APHC,PHCA,Alkaline ceramidases,55331.0,ENSG00000078124,NM_018367
HGNC:58067,ACER3-AS1,ACER antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,11q13.5,,,Antisense RNAs,124902721.0,ENSG00000254988,XR_007062790
HGNC:108,ACHE,acetylcholinesterase (Yt blood group),protein-coding gene,gene with protein product,Approved,7q22.1,,YT,Blood group antigens|Cholinesterase family,43.0,ENSG00000087085,NM_015831
HGNC:17066,ACIN1,apoptotic chromatin condensation inducer 1,protein-coding gene,gene with protein product,Approved,14q11.2,KIAA0670|fSAP152,ACINUS,ASAP complex subunits,22985.0,ENSG00000100813,NM_014977
HGNC:4035,ACKR1,atypical chemokine receptor 1 (Duffy blood group),protein-coding gene,gene with protein product,Approved,1q23.2,CCBP1|GPD|Dfy|CD234,FY|DARC,Blood group antigens|CD molecules|Atypical chemokine receptors,2532.0,ENSG00000213088,NM_002036
HGNC:1565,ACKR2,atypical chemokine receptor 2,protein-coding gene,gene with protein product,Approved,3p22.1,CCR10|D6|CCR9,CMKBR9|CCBP2,Atypical chemokine receptors,1238.0,ENSG00000144648,NM_001296
HGNC:23692,ACKR3,atypical chemokine receptor 3,protein-coding gene,gene with protein product,Approved,2q37.3,RDC1|GPR159,CMKOR1|CXCR7,Atypical chemokine receptors,57007.0,ENSG00000144476,NM_020311
HGNC:1611,ACKR4,atypical chemokine receptor 4,protein-coding gene,gene with protein product,Approved,3q22.1,CCR11|CCBP2|VSHK1|CCX-CKR|PPR1,CCRL1,Atypical chemokine receptors,51554.0,ENSG00000129048,NM_016557
HGNC:21142,ACKR4P1,ACKR4 pseudogene 1,pseudogene,pseudogene,Approved,6q24.1,dJ509I19.4,CCRL1P|CCRL1P1,,285737.0,ENSG00000225415,XM_208346
HGNC:13708,ACKR5,atypical chemokine receptor 5,protein-coding gene,gene with protein product,Approved,12q13.3,hrhAMR|G10D|AM-R,ADMR|GPR182,"G protein-coupled receptors, Class A orphans|Atypical chemokine receptors",11318.0,ENSG00000166856,NM_007264
HGNC:115,ACLY,ATP citrate lyase,protein-coding gene,gene with protein product,Approved,17q21.2,ATPCL|CLATP|ACL,,,47.0,ENSG00000131473,NM_001096
HGNC:19288,ACMSD,aminocarboxymuconate semialdehyde decarboxylase,protein-coding gene,gene with protein product,Approved,2q21.3,,,MicroRNA protein coding host genes|Decarboxylases,130013.0,ENSG00000153086,NM_001307983
HGNC:34504,ACNATP,"acyl-CoA:amino acid N-acyltransferase, pseudogene",pseudogene,pseudogene,Approved,9q31.1,,BAATP1,Unitary pseudogenes,347275.0,ENSG00000227411,NG_023464
HGNC:117,ACO1,aconitase 1,protein-coding gene,gene with protein product,Approved,9p21.1,IRP1|IREBP,IREB1,Aconitases,48.0,ENSG00000122729,NM_002197
HGNC:118,ACO2,aconitase 2,protein-coding gene,gene with protein product,Approved,22q13.2,ACONM,,Aconitases,50.0,ENSG00000100412,NM_001098
HGNC:56989,ACO2P1,ACO2 pseudogene 1,pseudogene,pseudogene,Approved,22q12.3,,,,441996.0,ENSG00000235485,NG_022871
HGNC:56990,ACO2P2,ACO2 pseudogene 2,pseudogene,pseudogene,Approved,1q42.3,,,,343508.0,ENSG00000235371,NG_029282
HGNC:33904,ACOD1,aconitate decarboxylase 1,protein-coding gene,gene with protein product,Approved,13q22.3,CAD,IRG1,Decarboxylases,730249.0,ENSG00000102794,NM_001258406
HGNC:33128,ACOT1,acyl-CoA thioesterase 1,protein-coding gene,gene with protein product,Approved,14q24.3,ACH2|CTE-1|LACH2,,Acyl-CoA thioesterases,641371.0,ENSG00000184227,NM_001037161
HGNC:18156,ACOT11,acyl-CoA thioesterase 11,protein-coding gene,gene with protein product,Approved,1p32.3,STARD14|BFIT|KIAA0707|BFIT1|THEM1,THEA,Acyl-CoA thioesterases|StAR related lipid transfer domain containing,26027.0,ENSG00000162390,NM_015547
HGNC:24436,ACOT12,acyl-CoA thioesterase 12,protein-coding gene,gene with protein product,Approved,5q14.1,Cach|THEAL|STARD15,,Acyl-CoA thioesterases|StAR related lipid transfer domain containing,134526.0,ENSG00000172497,NM_130767
HGNC:59089,ACOT12-DT,ACOT12 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,5q14.1,,,Divergent transcripts,,ENSG00000300735,
HGNC:20999,ACOT13,acyl-CoA thioesterase 13,protein-coding gene,gene with protein product,Approved,6p22.3,HT012,THEM2,Acyl-CoA thioesterases,55856.0,ENSG00000112304,NM_018473
HGNC:18431,ACOT2,acyl-CoA thioesterase 2,protein-coding gene,gene with protein product,Approved,14q24.3,Mte1|ZAP128,,Acyl-CoA thioesterases,10965.0,ENSG00000119673,NM_006821
HGNC:19748,ACOT4,acyl-CoA thioesterase 4,protein-coding gene,gene with protein product,Approved,14q24.3,FLJ31235|PTE-Ib|PTE2B,,Acyl-CoA thioesterases,122970.0,ENSG00000177465,NM_152331
HGNC:58578,ACOT4P1,ACOT4 pseudogene 1,pseudogene,pseudogene,Approved,19q13.12,,,,644189.0,ENSG00000267142,NR_033748
HGNC:33159,ACOT6,acyl-CoA thioesterase 6,protein-coding gene,gene with protein product,Approved,14q24.3,,C14orf42,Acyl-CoA thioesterases,641372.0,ENSG00000205669,NM_001037162
